[✅ 정답] 이미지 0: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8503: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8504: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8505: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8506: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8507: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8508: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8509: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8510: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8511: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8512: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8513: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8514: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8515: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8516: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8517: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8518: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8519: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8520: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8521: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8522: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8523: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8524: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8525: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8526: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8527: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8528: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8529: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8530: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8531: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8532: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8533: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8534: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8535: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8536: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8537: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8538: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8539: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8540: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8541: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8542: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8543: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8544: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8545: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8546: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8547: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8548: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8549: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8550: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8551: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8552: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8553: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8554: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8555: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8556: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8557: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8558: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8559: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8560: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8561: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8562: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8563: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8564: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8565: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8566: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8567: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8568: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8569: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8570: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8571: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 8572: 예측=가방·박스·웨건, 실제=전기·전자기기
[✅ 정답] 이미지 8573: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8574: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8575: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8576: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8577: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8578: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8579: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8580: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8581: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8582: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8583: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8584: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8585: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8586: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8587: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8588: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8589: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8590: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8591: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8592: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8593: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8594: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8595: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8596: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8597: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8598: 예측=랜턴, 실제=랜턴
[❌ 오답] 이미지 8599: 예측=매트·침낭, 실제=냉·난방용품
[✅ 정답] 이미지 8600: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8601: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8602: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8603: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8604: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8605: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8606: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8607: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8608: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8609: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8610: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8611: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8612: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8613: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8614: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8615: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 8616: 예측=식기·주방, 실제=전기·전자기기
[✅ 정답] 이미지 8617: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8618: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8619: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 8620: 예측=냉·난방용품, 실제=매트·침낭
[✅ 정답] 이미지 8621: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8622: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8623: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8624: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8625: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8626: 예측=공구·액세서리, 실제=공구·액세서리
[❌ 오답] 이미지 8627: 예측=전기·전자기기, 실제=화로대·버너
[✅ 정답] 이미지 8628: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8629: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8630: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8631: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8632: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8633: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8634: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8635: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8636: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8637: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8638: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8639: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8640: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8641: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8642: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8643: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8644: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8645: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8646: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8647: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8648: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8649: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8650: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8651: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8652: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8653: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8654: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8655: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8656: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8657: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8658: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8659: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8660: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8661: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8662: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8663: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8664: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8665: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8666: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8667: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8668: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8669: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8670: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8671: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8672: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8673: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8674: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8675: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8676: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8677: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8678: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8679: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8680: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8681: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8682: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8683: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8684: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8685: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8686: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8687: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8688: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8689: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8690: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8691: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8692: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8693: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8694: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8695: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8696: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8697: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8698: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8699: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8700: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8701: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8702: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8703: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8704: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8705: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8706: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8707: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8708: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8709: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8710: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8711: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8712: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8713: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8714: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8715: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8716: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8717: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8718: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8719: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8720: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8721: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8722: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 8723: 예측=가방·박스·웨건, 실제=테이블·체어
[✅ 정답] 이미지 8724: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8725: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8726: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8727: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8728: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8729: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8730: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8731: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8732: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8733: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8734: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8735: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 8736: 예측=식기·주방, 실제=냉·난방용품
[✅ 정답] 이미지 8737: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8738: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8739: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8740: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8741: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8742: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8743: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8744: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 8745: 예측=식기·주방, 실제=화로대·버너
[✅ 정답] 이미지 8746: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8747: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8748: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8749: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8750: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8751: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8752: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8753: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8754: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8755: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 8756: 예측=전기·전자기기, 실제=식기·주방
[✅ 정답] 이미지 8757: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8758: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8759: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8760: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8761: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8762: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8763: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8764: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8765: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8766: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8767: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8768: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8769: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8770: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8771: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8772: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8773: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8774: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8775: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8776: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8777: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8778: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8779: 예측=텐트·타프, 실제=텐트·타프
[❌ 오답] 이미지 8780: 예측=매트·침낭, 실제=화로대·버너
[✅ 정답] 이미지 8781: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8782: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8783: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8784: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8785: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8786: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8787: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8788: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8789: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8790: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8791: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8792: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8793: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8794: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8795: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8796: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8797: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8798: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8799: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8800: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8801: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8802: 예측=화로대·버너, 실제=화로대·버너
[❌ 오답] 이미지 8803: 예측=냉·난방용품, 실제=화로대·버너
[✅ 정답] 이미지 8804: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8805: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8806: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8807: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8808: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8809: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8810: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8811: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8812: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8813: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8814: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8815: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8816: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8817: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8818: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8819: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8820: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8821: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8822: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8823: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8824: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8825: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8826: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8827: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8828: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8829: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8830: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8831: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8832: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8833: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8834: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8835: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8836: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 8837: 예측=테이블·체어, 실제=식기·주방
[✅ 정답] 이미지 8838: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8839: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8840: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8841: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8842: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8843: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8844: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8845: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8846: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8847: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8848: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 8849: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 8850: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8851: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8852: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 8853: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 8854: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 8855: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8856: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 8857: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 8858: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 8859: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 8860: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 8861: 예측=매트·침낭, 실제=매트·침낭
